id,question,start_date,end_date,volume,liquidity,outcomes_summary,closed
554582,"Will Zohran Madani’s vote share be greater than 32% in the first round of the NYC Democratic mayoral primary?",2025-06-20T22:43:19.540635Z,2025-06-24T00:00:00Z,39727.973034,15932.36259,"Yes: 99.9% | No: 0.1%",false
540475,"Will US GDP growth in Q2 2025 be between 0% and -1%?",2025-04-30T20:18:51.659216Z,2025-06-30T12:00:00Z,397115.872635,15337.34513,"Yes: 1.1% | No: 99.0%",false
554647,"Will turnout be greater than 1200000 in the NYC Democratic mayoral primary?",2025-06-21T22:00:29.784822Z,2025-06-24T00:00:00Z,38879.301142,8514.21217,"Yes: 0.1% | No: 100.0%",false
552056,"Will a candidate other than Andrew Cuomo or Zohran Mamdani win the New York City Mayoral Democratic Primary?",2025-06-12T22:55:22.733581Z,2025-06-24T00:00:00Z,35838.180999,9154.96324,"Yes: 0.2% | No: 99.8%",false
554643,"Will turnout be less than 900000 in the NYC Democratic mayoral primary?",2025-06-21T22:00:13.546128Z,2025-06-24T00:00:00Z,35054.572749,7197.90356,"Yes: 0.3% | No: 99.8%",false
552989,"Will Andrew Cuomo win Manhattan in the New York City Mayoral Democratic Primary?",2025-06-16T18:52:11.753286Z,2025-06-24T00:00:00Z,34655.50921,1365.1538,"Yes: 0.3% | No: 99.7%",false
554644,"Will turnout be between 900000 and 1000000 in the NYC Democratic mayoral primary?",2025-06-21T22:00:14.054068Z,2025-06-24T00:00:00Z,33827.120479,3099.8213,"Yes: 0.2% | No: 99.8%",false
552010,"Will Brad Lander finish third in the 2025 New York City Mayoral Democratic Primary?",2025-06-12T21:24:26.508152Z,2025-06-24T00:00:00Z,33406.621266,4433.82017,"Yes: 100.0% | No: 0.1%",false
552055,"Will Zohran Mamdani’s RCV margin of victory be greater than 9% in the New York City Mayoral Democratic Primary?",2025-06-12T22:55:16.49052Z,2025-06-24T00:00:00Z,269536.997206,25733.32618,"Yes: 99.8% | No: 0.2%",false
553113,"Brewers vs. Cubs",2025-06-17T08:02:15.905978Z,2025-06-26T00:05:00Z,26790.583227,1734.9339,"Brewers: 50.5% | Cubs: 49.5%",false
552006,"Will Adrienne Adams finish third in the 2025 New York City Mayoral Democratic Primary?",2025-06-12T21:24:21.427774Z,2025-06-24T00:00:00Z,26617.727208,11454.72753,"Yes: 0.1% | No: 100.0%",false
540476,"Will US GDP growth in Q2 2025 be between -1% and -2%?",2025-04-30T20:18:51.655713Z,2025-06-30T12:00:00Z,250805.363719,8958.48492,"Yes: 0.4% | No: 99.7%",false
540474,"Will US GDP growth in Q2 2025 be between 1% and 0%?",2025-04-30T20:18:51.661754Z,2025-06-30T12:00:00Z,246873.663794,21902.64915,"Yes: 1.9% | No: 98.1%",false
540477,"Will US GDP growth in Q2 2025 be less than 2%?",2025-04-30T20:18:51.664503Z,2025-06-30T12:00:00Z,243303.196974,14938.57659,"Yes: 0.3% | No: 99.8%",false
552014,"Will Zohran Mamdani finish third in the 2025 New York City Mayoral Democratic Primary?",2025-06-12T21:24:31.175795Z,2025-06-24T00:00:00Z,23785.990606,20501.64581,"Yes: 0.2% | No: 99.8%",false
552054,"Will Zohran Mamdani’s RCV margin of victory be between 6% and 9% in the New York City Mayoral Democratic Primary?",2025-06-12T22:55:12.639348Z,2025-06-24T00:00:00Z,232418.676204,19585.85154,"Yes: 0.1% | No: 100.0%",false
554574,"Will Brad Lander’s vote share be between 9% and 12% in the first round of the NYC Democratic mayoral primary?",2025-06-20T22:45:34.001428Z,2025-06-24T00:00:00Z,23180.282056,1661.6338,"Yes: 100.0% | No: 0.1%",false
548302,"Tesla launches unsupervised full self driving (FSD) by December 31?",2025-05-29T21:54:51.386Z,2025-06-30T12:00:00Z,229539.607669,7708.072,"Yes: 27.5% | No: 72.5%",false
552991,"Will Andrew Cuomo win Staten Island in the New York City Mayoral Democratic Primary?",2025-06-16T18:52:12.006207Z,2025-06-24T00:00:00Z,21734.167848,2438.5044,"Yes: 97.8% | No: 2.3%",false
554534,"Will Andrew Cuomo's first round margin of victory be between 5% and 10%?",2025-06-20T22:48:40.331963Z,2025-06-24T00:00:00Z,21529.066082,4725.0651,"Yes: 0.1% | No: 99.9%",false
552990,"Will Andrew Cuomo win Queens in the New York City Mayoral Democratic Primary?",2025-06-16T18:52:05.511038Z,2025-06-24T00:00:00Z,20918.456866,3140.59227,"Yes: 0.3% | No: 99.8%",false
540473,"Will US GDP growth in Q2 2025 be between 2% and 1%?",2025-04-30T20:18:31.400434Z,2025-06-30T12:00:00Z,201838.569612,7263.3855,"Yes: 17.5% | No: 82.5%",false
544929,"Will the NYC Mayoral Democratic Primary be decided in round 4?",2025-05-16T14:44:44.892548Z,2025-06-24T12:00:00Z,196091.055307,6867.54974,"Yes: 0.1% | No: 99.9%",false
554533,"Will Andrew Cuomo's first round margin of victory be less than 5%?",2025-06-20T22:48:39.824905Z,2025-06-24T00:00:00Z,19254.952292,6706.11892,"Yes: 99.9% | No: 0.1%",false
552988,"Will Andrew Cuomo win Brooklyn in the New York City Mayoral Democratic Primary?",2025-06-16T18:52:11.499174Z,2025-06-24T00:00:00Z,17558.279844,2987.945,"Yes: 0.3% | No: 99.8%",false
552987,"Will Andrew Cuomo win The Bronx in the New York City Mayoral Democratic Primary?",2025-06-16T18:52:15.554477Z,2025-06-24T00:00:00Z,16444.193945,3766.139,"Yes: 99.7% | No: 0.4%",false
554535,"Will Andrew Cuomo's first round margin of victory be between 10% and 15%?",2025-06-20T22:48:40.078153Z,2025-06-24T00:00:00Z,16376.972546,12341.23027,"Yes: 0.1% | No: 99.9%",false
544935,"Will the NYC Mayoral Democratic Primary be decided in round 10?",2025-05-16T14:44:48.208005Z,2025-06-24T12:00:00Z,162182.387859,27444.65936,"Yes: 0.1% | No: 100.0%",false
554575,"Will Brad Lander’s vote share be between 12% and 15% in the first round of the NYC Democratic mayoral primary?",2025-06-20T22:45:38.984652Z,2025-06-24T00:00:00Z,15836.356804,2567.1255,"Yes: 0.1% | No: 100.0%",false
549327,"Will the chopsticks catch SpaceX Starship Flight Test 10 Superheavy booster?",2025-06-02T21:33:01.953Z,2025-06-30T00:00:00Z,15319.111731,1627.0561,"Yes: 58.0% | No: 42.0%",false
544933,"Will the NYC Mayoral Democratic Primary be decided in round 8?",2025-05-16T14:44:47.953235Z,2025-06-24T12:00:00Z,152230.807784,9716.22052,"Yes: 0.1% | No: 100.0%",false
544932,"Will the NYC Mayoral Democratic Primary be decided in round 7?",2025-05-16T14:44:44.131352Z,2025-06-24T12:00:00Z,149510.591747,5908.13857,"Yes: 0.1% | No: 100.0%",false
552011,"Will Scott Stringer finish third in the 2025 New York City Mayoral Democratic Primary?",2025-06-12T21:24:30.670263Z,2025-06-24T00:00:00Z,14909.266544,8561.65222,"Yes: 0.1% | No: 100.0%",false
544934,"Will the NYC Mayoral Democratic Primary be decided in round 9?",2025-05-16T14:44:49.166626Z,2025-06-24T12:00:00Z,148260.859073,13040.27523,"Yes: 0.1% | No: 100.0%",false
552033,"Zohran Mamdani gets the most first-choice votes in the 2025 New York City Mayoral Democratic Primary?",2025-06-13T18:39:24.075985Z,2025-06-24T00:00:00Z,1432178.297001,80835.78287,"Yes: 99.9% | No: 0.1%",false
544926,"Will the NYC Mayoral Democratic Primary be decided in round 1?",2025-05-16T14:44:38.496287Z,2025-06-24T12:00:00Z,142862.407823,11091.18529,"Yes: 0.1% | No: 99.9%",false
551965,"Will Iran enrich uranium to 90% before August?",2025-06-12T19:40:52.754837Z,2025-06-30T00:00:00Z,141670.627982,5435.6227,"Yes: 0.9% | No: 99.2%",false
544930,"Will the NYC Mayoral Democratic Primary be decided in round 5?",2025-05-16T14:44:44.638526Z,2025-06-24T12:00:00Z,134505.316099,12055.08255,"Yes: 0.1% | No: 100.0%",false
544931,"Will the NYC Mayoral Democratic Primary be decided in round 6?",2025-05-16T14:44:44.385264Z,2025-06-24T12:00:00Z,132040.461112,13874.02914,"Yes: 0.1% | No: 100.0%",false
552048,"Will Andrew Cuomo’s RCV margin of victory be greater than 9% in the New York City Mayoral Democratic Primary?",2025-06-12T22:55:06.620922Z,2025-06-24T00:00:00Z,129300.047877,11520.48368,"Yes: 0.1% | No: 100.0%",false
544936,"Will the NYC Mayoral Democratic Primary be decided in round 11?",2025-05-16T14:44:48.913024Z,2025-06-24T12:00:00Z,128749.007301,9739.06775,"Yes: 0.1% | No: 100.0%",false
544940,"Will Andrew Cuomo’s RCV margin of victory be less than 5%?",2025-05-16T14:44:53.252844Z,2025-06-24T12:00:00Z,126620.831825,12312.03315,"Yes: 99.8% | No: 0.2%",false
552016,"Will Paperboy Prince finish third in the 2025 New York City Mayoral Democratic Primary?",2025-06-12T21:24:30.923204Z,2025-06-24T00:00:00Z,11825.1205,22134.64215,"Yes: 0.3% | No: 99.8%",false
552053,"Will Zohran Mamdani’s RCV margin of victory be between 3% and 6% in the New York City Mayoral Democratic Primary?",2025-06-12T22:55:12.892335Z,2025-06-24T00:00:00Z,116658.124845,31602.57939,"Yes: 0.1% | No: 100.0%",false
554646,"Will turnout be between 1100000 and 1200000 in the NYC Democratic mayoral primary?",2025-06-21T22:00:17.642526Z,2025-06-24T00:00:00Z,109937.470957,3037.80568,"Yes: 0.3% | No: 99.8%",false
552015,"Will Whitney Tilson finish third in the 2025 New York City Mayoral Democratic Primary?",2025-06-12T21:24:32.73757Z,2025-06-24T00:00:00Z,10919.5375,17960.68135,"Yes: 0.3% | No: 99.8%",false
554536,"Will Andrew Cuomo's first round margin of victory be between 15% and 20%?",2025-06-20T22:48:42.812386Z,2025-06-24T00:00:00Z,10823.814422,5177.15712,"Yes: 0.1% | No: 99.9%",false
554581,"Will Zohran Madani’s vote share be between 28% and 32% in the first round of the NYC Democratic mayoral primary?",2025-06-20T22:43:07.745522Z,2025-06-24T00:00:00Z,10257.359233,13777.66715,"Yes: 0.1% | No: 99.9%",false
544937,"Will the NYC Mayoral Democratic Primary be decided in round 12 or later?",2025-05-16T14:44:52.277079Z,2025-06-24T12:00:00Z,101697.095414,15078.99282,"Yes: 0.1% | No: 100.0%",false
